Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
1192,35,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DAWN,ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
1193,40,YIELD SIGN,MISSING,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,ICE,NO DEFECTS,STRAIGHT AND LEVEL
1194,50,TRAFFIC SIGNAL,DAMAGED,SLEET/HAIL,DAYLIGHT,ONE-WAY,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1195,55,RAILROAD CROSSING GATE,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,NO DEFECTS,STRAIGHT ON GRADE
1196,45,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1197,20,YIELD SIGN,MISSING,SNOW,DAYLIGHT,NOT DIVIDED,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1198,50,STOP SIGN,DAMAGED,SNOW,DUSK,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1199,50,YIELD SIGN,NOT FUNCTIONING,SNOW,DAWN,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1200,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE,DUSK,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1201,30,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,WORN SURFACE,CURVE ON GRADE
1202,55,RAILROAD CROSSING GATE,DAMAGED,RAIN,DUSK,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1203,50,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,PARKING LOT,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1204,20,YIELD SIGN,MISSING,RAIN,DAWN,ALLEY,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1205,30,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,ONE-WAY,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
1206,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1207,20,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DUSK,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1208,50,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED,DRY,POTHOLES,CURVE LEVEL
1209,40,RAILROAD CROSSING GATE,NOT FUNCTIONING,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1210,40,NO CONTROLS,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
1211,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DUSK,PARKING LOT,DRY,WORN SURFACE,CURVE LEVEL
1212,55,NO CONTROLS,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,DRY,POTHOLES,STRAIGHT ON GRADE
1213,20,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DARKNESS,DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1214,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,DARKNESS,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1215,45,NO CONTROLS,MISSING,CLEAR,DUSK,NOT DIVIDED,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1216,45,NO CONTROLS,DAMAGED,SNOW,DARKNESS,ONE-WAY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1217,45,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DUSK,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1218,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,ICE,WORN SURFACE,CURVE ON GRADE
1219,35,YIELD SIGN,DAMAGED,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1220,50,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DARKNESS,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1221,50,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,DRY,WORN SURFACE,CURVE ON GRADE
1222,35,STOP SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,PARKING LOT,ICE,WORN SURFACE,CURVE ON GRADE
1223,20,STOP SIGN,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,WET,WORN SURFACE,CURVE LEVEL
1224,35,NO CONTROLS,MISSING,RAIN,DAWN,ONE-WAY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
1225,20,TRAFFIC SIGNAL,DAMAGED,RAIN,DAYLIGHT,DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1226,40,YIELD SIGN,DAMAGED,RAIN,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1227,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,ALLEY,WET,POTHOLES,CURVE LEVEL
1228,25,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1229,30,NO CONTROLS,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1230,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,DAWN,NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1231,35,STOP SIGN,MISSING,SNOW,DAWN,DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
1232,35,YIELD SIGN,MISSING,RAIN,DAWN,PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1233,40,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
1234,35,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1235,20,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,ALLEY,WET,WORN SURFACE,STRAIGHT AND LEVEL
1236,20,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,ONE-WAY,ICE,POTHOLES,CURVE ON GRADE
1237,25,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,DIVIDED,ICE,POTHOLES,STRAIGHT AND LEVEL
1238,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1239,50,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1240,25,NO CONTROLS,DAMAGED,RAIN,DAYLIGHT,DIVIDED,DRY,POTHOLES,STRAIGHT ON GRADE
1241,20,STOP SIGN,MISSING,RAIN,DAYLIGHT,ALLEY,DRY,WORN SURFACE,CURVE LEVEL
1242,55,NO CONTROLS,MISSING,SNOW,DAYLIGHT,NOT DIVIDED,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
1243,45,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1244,45,STOP SIGN,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1245,25,NO CONTROLS,MISSING,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,NO DEFECTS,CURVE ON GRADE
1246,25,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,PARKING LOT,ICE,WORN SURFACE,STRAIGHT AND LEVEL
1247,20,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DAWN,NOT DIVIDED,WET,POTHOLES,CURVE ON GRADE
1248,40,TRAFFIC SIGNAL,DAMAGED,CLEAR,DARKNESS,DIVIDED,WET,WORN SURFACE,CURVE ON GRADE
1249,50,NO CONTROLS,MISSING,SNOW,DARKNESS,ONE-WAY,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1250,35,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1251,50,STOP SIGN,NOT FUNCTIONING,RAIN,DARKNESS,ALLEY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1252,30,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1253,45,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DARKNESS,PARKING LOT,DRY,POTHOLES,STRAIGHT ON GRADE
1254,55,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1255,45,NO CONTROLS,DAMAGED,RAIN,DARKNESS,PARKING LOT,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1256,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1257,50,NO CONTROLS,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DUSK,DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1258,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ONE-WAY,WET,POTHOLES,STRAIGHT AND LEVEL
1259,20,STOP SIGN,DAMAGED,CLEAR,DUSK,DIVIDED,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1260,30,YIELD SIGN,DAMAGED,SLEET/HAIL,DAWN,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1261,55,YIELD SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,CURVE ON GRADE
1262,50,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DAYLIGHT,ONE-WAY,DRY,POTHOLES,CURVE ON GRADE
1263,55,RAILROAD CROSSING GATE,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1264,30,NO CONTROLS,NOT FUNCTIONING,RAIN,DAYLIGHT,ALLEY,DRY,NO DEFECTS,STRAIGHT ON GRADE
1265,25,STOP SIGN,MISSING,SLEET/HAIL,DAYLIGHT,ALLEY,ICE,NO DEFECTS,CURVE LEVEL
1266,50,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,ONE-WAY,WET,POTHOLES,STRAIGHT ON GRADE
1267,30,STOP SIGN,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1268,35,YIELD SIGN,MISSING,RAIN,DARKNESS,DIVIDED,DRY,WORN SURFACE,STRAIGHT ON GRADE
1269,35,NO CONTROLS,DAMAGED,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1270,45,STOP SIGN,DAMAGED,RAIN,DUSK,DIVIDED,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1271,35,STOP SIGN,MISSING,SEVERE CROSS WIND,DAYLIGHT,ALLEY,WET,WORN SURFACE,CURVE ON GRADE
1272,50,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DAWN,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1273,35,RAILROAD CROSSING GATE,MISSING,SNOW,DAWN,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1274,35,RAILROAD CROSSING GATE,DAMAGED,RAIN,DARKNESS,PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1275,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1276,25,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DUSK,PARKING LOT,DRY,POTHOLES,STRAIGHT ON GRADE
1277,45,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DAWN,ONE-WAY,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1278,20,TRAFFIC SIGNAL,DAMAGED,CLEAR,DARKNESS,ALLEY,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1279,45,STOP SIGN,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ALLEY,WET,POTHOLES,CURVE ON GRADE
1280,45,NO CONTROLS,DAMAGED,SNOW,DAYLIGHT,PARKING LOT,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
1281,45,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
1282,30,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,ONE-WAY,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
1283,20,NO CONTROLS,MISSING,FOG/SMOKE,DARKNESS,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE LEVEL
1284,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,DARKNESS,DIVIDED,ICE,WORN SURFACE,STRAIGHT ON GRADE
1285,25,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DARKNESS,NOT DIVIDED,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1286,25,YIELD SIGN,DAMAGED,SLEET/HAIL,DAYLIGHT,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1287,40,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,PARKING LOT,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1288,40,STOP SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,ONE-WAY,WET,WORN SURFACE,CURVE ON GRADE
1289,55,YIELD SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,NOT DIVIDED,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1290,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,PARKING LOT,ICE,NO DEFECTS,CURVE ON GRADE
1291,25,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1292,30,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",DIVIDED,SNOW OR SLUSH,WORN SURFACE,STRAIGHT ON GRADE
1293,55,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1294,25,RAILROAD CROSSING GATE,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,POTHOLES,CURVE LEVEL
1295,50,RAILROAD CROSSING GATE,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,POTHOLES,CURVE ON GRADE
1296,20,STOP SIGN,DAMAGED,SNOW,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
1297,30,STOP SIGN,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
1298,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1299,30,STOP SIGN,DAMAGED,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,CURVE ON GRADE
1300,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DUSK,ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
1301,35,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DARKNESS,ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1302,55,NO CONTROLS,MISSING,FOG/SMOKE,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1303,40,TRAFFIC SIGNAL,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
1304,55,STOP SIGN,DAMAGED,FOG/SMOKE,DUSK,ALLEY,DRY,WORN SURFACE,CURVE LEVEL
1305,30,STOP SIGN,NOT FUNCTIONING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
1306,55,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,ALLEY,DRY,NO DEFECTS,CURVE ON GRADE
1307,45,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DAWN,PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1308,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DARKNESS,ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1309,50,RAILROAD CROSSING GATE,DAMAGED,SLEET/HAIL,DUSK,ALLEY,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1310,30,NO CONTROLS,NOT FUNCTIONING,CLEAR,DARKNESS,ONE-WAY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1311,45,YIELD SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1312,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,DUSK,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1313,35,NO CONTROLS,DAMAGED,CLEAR,DUSK,ONE-WAY,DRY,WORN SURFACE,CURVE LEVEL
1314,25,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
1315,30,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,CURVE LEVEL
1316,35,YIELD SIGN,NOT FUNCTIONING,SNOW,DAWN,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1317,55,STOP SIGN,MISSING,FOG/SMOKE,DAWN,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1318,20,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DAWN,ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1319,55,YIELD SIGN,MISSING,FOG/SMOKE,DARKNESS,ONE-WAY,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1320,35,NO CONTROLS,NOT FUNCTIONING,CLEAR,DUSK,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1321,40,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DUSK,PARKING LOT,WET,WORN SURFACE,STRAIGHT ON GRADE
1322,40,TRAFFIC SIGNAL,MISSING,CLEAR,DUSK,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1323,25,TRAFFIC SIGNAL,NOT FUNCTIONING,SLEET/HAIL,DAYLIGHT,DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1324,55,YIELD SIGN,DAMAGED,RAIN,DUSK,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
1325,45,YIELD SIGN,MISSING,RAIN,DUSK,PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
1326,25,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,ONE-WAY,WET,POTHOLES,CURVE LEVEL
1327,50,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1328,45,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DAWN,NOT DIVIDED,ICE,NO DEFECTS,CURVE LEVEL
1329,45,YIELD SIGN,DAMAGED,SLEET/HAIL,DARKNESS,PARKING LOT,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1330,45,STOP SIGN,DAMAGED,SLEET/HAIL,DARKNESS,NOT DIVIDED,DRY,POTHOLES,CURVE LEVEL
1331,45,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED,WET,POTHOLES,CURVE LEVEL
1332,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,ALLEY,DRY,SHOULDER DEFECT,CURVE ON GRADE
1333,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DARKNESS,ALLEY,ICE,POTHOLES,STRAIGHT AND LEVEL
1334,50,RAILROAD CROSSING GATE,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,WORN SURFACE,STRAIGHT ON GRADE
1335,40,NO CONTROLS,DAMAGED,RAIN,DUSK,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1336,30,NO CONTROLS,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,WORN SURFACE,STRAIGHT AND LEVEL
1337,50,RAILROAD CROSSING GATE,MISSING,CLEAR,DUSK,DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1338,40,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DUSK,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
1339,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DARKNESS,ALLEY,WET,WORN SURFACE,CURVE ON GRADE
1340,40,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1341,50,RAILROAD CROSSING GATE,DAMAGED,RAIN,DAWN,ALLEY,WET,WORN SURFACE,STRAIGHT AND LEVEL
1342,50,YIELD SIGN,MISSING,CLEAR,DAYLIGHT,NOT DIVIDED,ICE,WORN SURFACE,CURVE LEVEL
1343,25,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,POTHOLES,CURVE ON GRADE
1344,20,TRAFFIC SIGNAL,DAMAGED,SNOW,DAWN,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1345,55,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DAWN,ALLEY,ICE,NO DEFECTS,CURVE LEVEL
1346,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1347,40,NO CONTROLS,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1348,25,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,PARKING LOT,WET,NO DEFECTS,CURVE ON GRADE
1349,45,STOP SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,ALLEY,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1350,55,YIELD SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,ALLEY,ICE,POTHOLES,CURVE LEVEL
1351,50,STOP SIGN,NOT FUNCTIONING,SNOW,DAYLIGHT,ALLEY,ICE,WORN SURFACE,STRAIGHT ON GRADE
1352,55,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,DRY,POTHOLES,CURVE LEVEL
1353,55,RAILROAD CROSSING GATE,DAMAGED,RAIN,DARKNESS,ONE-WAY,WET,POTHOLES,CURVE ON GRADE
1354,35,RAILROAD CROSSING GATE,MISSING,CLEAR,DAYLIGHT,ALLEY,ICE,POTHOLES,STRAIGHT ON GRADE
1355,55,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DAWN,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1356,45,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DAWN,DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1357,30,NO CONTROLS,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
1358,55,NO CONTROLS,NOT FUNCTIONING,RAIN,DARKNESS,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1359,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,POTHOLES,CURVE ON GRADE
1360,25,NO CONTROLS,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1361,45,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DAYLIGHT,ALLEY,DRY,NO DEFECTS,CURVE LEVEL
1362,40,STOP SIGN,NOT FUNCTIONING,FOG/SMOKE,DAYLIGHT,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
1363,40,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,ALLEY,ICE,POTHOLES,STRAIGHT AND LEVEL
1364,50,STOP SIGN,MISSING,SNOW,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,CURVE LEVEL
1365,20,YIELD SIGN,NOT FUNCTIONING,SNOW,DUSK,PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
